codigo;ex;tipo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim;chave;versao;fonte
44151000;;0;"Caixotes,caixas,engradados,barricas,etc.de madeira";13.45;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44152000;;0;"Paletes simples,paletes-caixas,etc.de madeira";13.45;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44160010;;0;"Barris,cubas,balsas,dornas,etc.de madeira de carvalho";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44160090;;0;"Barris,cubas,balsas,dornas,selhas,etc.de outs.madeiras";13.45;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44170010;;0;"Ferramentas de madeira";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44170020;;0;"Formas,alargadeiras e esticadores,de madeira,p/calcados";13.45;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44170090;;0;"Armacoes e cabos,de madeira,de ferramentas,escovas,etc.";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44181100;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira De made";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44181900;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira outras";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44182100;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira De made";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44182900;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira outras";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44183000;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira Postes";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44184000;;0;"Armacoes de madeira,para concreto";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44185000;;0;"Fasquias de madeira,para telhados (“shingles” e “shakes”)";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44187300;;0;"De bambu ou com, pelo menos, a camada superior de bambu";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44187400;;0;"Outros, para pisos (pavimentos) em mosaico";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44187500;;0;"Outros, de camadas multiplas";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44187900;;0;"Outs.paineis montados para revestimento de pavimentos (pisos";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44188100;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira Madeira";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44188200;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira Madeira";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44188300;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira Vigas e";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44188900;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira outros";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44189100;;0;"De bambu";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44189200;;0;"Madeira carvao vegetal e obras de madeira obras de marcenaria e pecas de carpintaria para construcoes incluindo os paineis celulares os paineis montados para revestimento de pisos pavimentos e as fasquias para telhados shingles e shakes de madeira Paineis";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44189900;;0;"Outras";15.00;22.51;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44191100;;0;"Tabuas para cortar pao, outras tabuas para cortar e artigos semelhantes";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44191200;;0;"Pauzinhos (hashi ou fachi)";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44191900;;0;"Outros";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44192000;;0;"Madeira carvao vegetal e obras de madeira artigos de madeira para mesa ou cozinha De madeira tropical";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44199000;;0;"Outros";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44201100;;0;"Madeira carvao vegetal e obras de madeira Madeira marchetada e madeira incrustada estojos e guarda joias para joalheria e ourivesaria e obras semelhantes de madeira estatuetas e outros objetos de ornamentacao de madeira artigos de mobiliario de madeira qu";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44201900;;0;"Madeira carvao vegetal e obras de madeira Madeira marchetada e madeira incrustada estojos e guarda joias para joalheria e ourivesaria e obras semelhantes de madeira estatuetas e outros objetos de ornamentacao de madeira artigos de mobiliario de madeira qu";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44209000;;0;"Madeira marchetada/incrustada,cofres,etc.de madeira";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44211000;;0;"Cabides de madeira,para vestuario";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44212000;;0;"Madeira carvao vegetal e obras de madeira outras obras em madeira urnas funerarias caixoes";13.45;20.96;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44219100;;0;"De bambu";13.45;20.96;5.60;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
44219900;;0;"Outras";13.45;20.96;5.60;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45011000;;0;"Cortica natural,em bruto ou simplesmente preparada";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45019000;;0;"Desperdicios de cortica,cortica triturada,granulada,etc";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45019000;01;0;"Cortica triturada, granulada ou pulverizada";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45020000;;0;"Cortica natural,sem a crosta/esquadriada/em cubos,etc.";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45031000;;0;"Rolhas de cortica natural";13.45;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45039000;;0;"Outros obras de cortica natural";13.45;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45041000;;0;"Cortica aglomerada,em cubos,blocos,chapas,folhas,etc.";13.45;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
45049000;;0;"Outros obras de cortica aglomerada";13.45;19.55;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46012100;;0;"Esteiras,capachos e divisorias,de bambu";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46012200;;0;"Esteiras,capachos e divisorias,de rata";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46012900;;0;"Outras esteiras,capachos e divisorias,de materias vegetais";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46019200;;0;"Trancas/etc.de bambu,tecidas/ paralelizadas";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46019300;;0;"Trancas/etc.de rata,tecidas/ paralelizadas";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46019400;;0;"Trancas/etc.de materias vegetais,tecidas/ paralelizadas";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46019900;;0;"Outros artigos entrancados de outs.materias vegetais";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46021100;;0;"Obras de cestaria,de bambu";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46021200;;0;"Obras de cestaria,de rata";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46021900;;0;"Obras de cestaria,de outras materias vegetais";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
46029000;;0;"Obras de cestaria,de outs.materias p/entrancar,etc.";13.45;20.25;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47010000;;0;"Pastas mecanicas de madeira";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47020000;;0;"Pasta quimica de madeira,para dissolucao";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47031100;;0;"Pasta quim.madeira de conifera,a soda ou sulfato,crua";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47031900;;0;"Pasta quim.madeira de n/conifera,a soda ou sulfato,crua";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47032110;;0;"Pastas de madeira ou de outras materias fibrosas celulosicas papel ou cartao para reciclar desperdicios e aparas Pastas quimicas de madeira a soda ou ao sulfato exceto pastas para dissolucao em rolos";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47032190;;0;"Pastas de madeira ou de outras materias fibrosas celulosicas papel ou cartao para reciclar desperdicios e aparas Pastas quimicas de madeira a soda ou ao sulfato exceto pastas para dissolucao outros";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47032900;;0;"Pasta quim.madeira de n/conif.a soda/sulfato,semi/branq";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47041100;;0;"Pasta quim.madeira de conifera,ao bissulfito,crua";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47041900;;0;"Pasta quim.madeira de nao conifera,ao bissulfito,crua";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47042100;;0;"Pasta quim.madeira de conifera,ao bissulfito,semi/branq";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47042900;;0;"Pasta quim.madeira de n/conif.ao bissulfito,semi/branq.";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47050000;;0;"Pastas semiquimicas de madeira";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47061000;;0;"Pastas de linteres de algodao";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47062000;;0;"Pastas de fibras obtidas do papel ou cartao reciclados (desperdicios e aparas)";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47063000;;0;"Pastas mecanicas de bambu";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47069100;;0;"Pastas mecanicas de outs.materias fibrosas celulosicas";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47069200;;0;"Pastas quimicas de outs.materias fibrosas celulosicas";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47069300;;0;"Pastas semiquims.de outs.materias fibrosas celulosicas";13.45;17.16;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47071000;;0;"Papel/cartao kraft,crus ou ondul.de reciclar (desperds)";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47072000;;0;"Outs.papeis/cartoes obt.da pasta quim.branq.de reciclar";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47073000;;0;"Papel/cartao obtidos da pasta mecanica,de reciclar";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
47079000;;0;"Outs.papeis ou cartoes,de reciclar,incl. n/selecionados";13.45;15.45;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48010020;;0;"Em folhas, nas que nenhum lado exceda 360 mm, quando nao dobradas";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48010030;;0;"Outros, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteudo total de fibras seja constituido por fibras de madeiras obtidas por processo mecanico";17.83;22.35;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48010030;01;0;"Outros, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteudo total de fibras seja constituido por fibras de madeiras obtidas por processo mecanico";15.00;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48010090;;0;"Outros papeis jornais,em rolos ou em folhas";17.83;24.63;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48010090;01;0;"Outros papeis jornais,em rolos ou em folhas";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48021000;;0;"Papel e cartao feitos a mao (folha a folha) c/fibra,processo mecanico";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48022010;;0;"Papel/cartao p/fabr.papel/cartao fotossen. etc.rolos,fls";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48022090;;0;"Outs papel/cartao p/fabr.papel/cartao fotossen. etc.";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48024010;;0;"Papel para fabricacao de papeis de parede. em tiras ou em rolos";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48024090;;0;"Outs papel para fabricacao de papeis de parede";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025410;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)<40g/m2, tiras/rolos";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025491;;0;"Outs papeis/cartoes s/fibras fabricado principalmente a partir de pasta branqueada ou pasta obtida por um processo mecanico, de peso inferior a 19g/m2";14.77;16.77;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025499;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)<40g/m2";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025510;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2, tiras/rolos";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025591;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2, de desenho";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025592;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2, kraft";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025599;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025610;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em folhas";14.77;22.06;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025691;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em folhas, p/impressao papel moeda";13.45;17.60;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025692;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em folhas, de desenho";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025693;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em folhas, kraft";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025699;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em folhas";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025710;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em tiras";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025791;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em tiras, p/ impres papel moeda";13.45;17.60;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025792;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em tiras, de desenho";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025793;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>=40<150g/m2,em tiras, kraft";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025799;;0;"Outs.papeis/cartoes fibra mec<=10%,40g/m2<=p<=150g/m2";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025810;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>150g/m2,em tiras ou rolos";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025891;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>150g/m2,em tiras ou rolos, de desenho";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025892;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>150g/m2,em tiras ou rolos, kraft";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48025899;;0;"Outs papeis/cartoes s/fibras obtidas por proces mec/quim.mec,ou percentagem fibras (...)>150g/m2,em tiras ou rolos";14.77;20.87;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026110;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, em rolos (p/ impressao)";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026191;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanicoem rolos,peso<=57g/m2";15.00;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026192;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, em rolos - kraft";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026199;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, em rolos";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026210;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, em folhas (p/ impressao)";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026291;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, em folhas ,de peso <=57g/m2";15.00;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026292;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, em folhas - kraft";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026299;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, em folhas";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026910;;0;"Papel fibra mec>10%,tiras l<=15cm,fls.lado<=360mm";15.00;23.20;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026991;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, (p/ impressao), de largura < 15cm,em folhas";15.00;19.52;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026992;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, (p/ impressao), de largura < 15cm,em folhas, kraft";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48026999;;0;"Outs papeis e cartoes om fibra processo mecanico ou quimico-mecanico, (p/ impressao), de largura < 15cm,em folhas";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48030010;;0;"Pasta de celulose e mantas de fibras de celulose";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48030090;;0;"Papel p/fabr.de papel higienico ou de toucador,etc.";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48041100;;0;"Papel/cartao kraftliner,p/cobertura,crus,em rolos/fls";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48041900;;0;"Outs.papeis/cartoes kraftliner,p/cobert.em rolos/fls.";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48042100;;0;"Papel kraft p/sacos de gde.capacidade,cru,em rolos/fls.";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48042900;;0;"Outs.papeis kraft p/sacos gde.capacidade,em rolos/fls.";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48043110;;0;"Papel/cartao kraft,crus,p<=150g/m2,rigid. dieletr>=600v";15.00;17.00;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48043190;;0;"Outs.papeis/cartoes kraft,crus,p<=150g/m2,em rolos/fls.";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48043910;;0;"Outs.papeis/cartao kraft,p<=150g/m2,rigid. dieletr>=600v";15.00;17.00;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48043990;;0;"Outros papeis/cartoes kraft,p<=150g/m2,em rolos ou folh";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
48044100;;0;"Papel e cartao kraft,crus,150<p<225g/m2,em rolos/folhas";15.00;21.80;17.00;0.00;20/03/2024;30/04/2024;D8CAC2;24.1.C;IBPT/empresometro.com.br
